Name,Interaction,Quality,Attack,Defense,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Points,,Attack multiplier,5,,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,,defense,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,df,,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6
Snow trolls,21,4,3,6,Snow-Walk,Mountaineer,,,,,42,,,,,2,3,0,0,0,0,,6,1,1,1,1,1,1,6,,2,3,0,0,0,0
Red trolls,18,4,3,5,Savage - L,Trample - L,,,,,47,,,,,9,7,0,0,0,0,,3,1,1,1,1,1,1,3,,9,7,0,0,0,0
Troll Warchief,45,3,3,8,"General – P, R1",Tough - L,Hero - P,,,,110,,,,,12,24,8,0,0,0,,8,1,1,1,1,1,1,8,,12,24,8,0,0,0
Troll Champion,37,3,3,7,Champion - P,Tough - L,,,,,87,,,,,4,24,0,0,0,0,,7,1,1,1,1,1,1,7,,4,24,0,0,0,0
Troll Wisewoman,32,4,2,7,Spell-Caster - P,Spell: Curse,Spell: Fury,Resilient - L,,,67,,,,,10,5,8,12,0,0,,7,1,1,1,1,1,1,7,,10,5,8,12,0,0
Troll Half-Giant,33,4,3,8,Giant Level 2 - L,Mountaineer,,,,,67,,,,,22,3,0,0,0,0,,8,1,1,1,1,1,1,8,,22,3,0,0,0,0
Fire Trolls Catapult,31,3,2,6,Artillery level 2 – L,Flaming Projectiles,,,,,72,,,,,20,5,0,0,0,0,,6,1,1,1,1,1,1,6,,20,5,0,0,0,0
Troll Dwarfslayers,30,3,2,7,"Slayers - L, R3",Resilient - L,,,,,69,,,,,5,12,0,0,0,0,,7,1,1,1,1,1,1,7,,5,12,0,0,0,0
Troll Mountain Guide,#N/A,3,2,6,Mountaineer,Ranger -P,Snow-Walk,,,,56,,,,,3,5,2,0,0,0,,6,1,#N/A,1,1,1,1,#N/A,,3,#N/A,2,0,0,0
,#N/A,,,,,,,,,,0,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
HOBGOBLINS ,#N/A,,,,,,,,,,0,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
Hobgoblin Infantry,16,4,2,6,,,,,,,33,,,,,0,0,0,0,0,0,,6,1,1,1,1,1,1,6,,0,0,0,0,0,0
Hobgoblin Pikes,19,4,2,6,Pikes,,,,,,38,,,,,6,0,0,0,0,0,,6,1,1,1,1,1,1,6,,6,0,0,0,0,0
Hobgoblin Heavy Infantry,20,4,2,7,Steadfast,,,,,,42,,,,,5,0,0,0,0,0,,7,1,1,1,1,1,1,7,,5,0,0,0,0,0
Hobgoblin Veteran infantry,20,4,2,6,Drilled - L,,,,,,40,,,,,8,0,0,0,0,0,,6,1,1,1,1,1,1,6,,8,0,0,0,0,0
Hobgoblin Hero,58,3,3,7,Hero - P,Extra Lives x2 - L,Resilient - L,,,,100,,,,,8,20,12,0,0,0,,7,1,3,1,1,1,1,21,,8,0,12,0,0,0
Hobgoblin Archers,25,4,1,6,Shooters 2 - L,Drilled - L,,,,,49,,,,,16,8,0,0,0,0,,6,1,1,1,1,1,1,6,,16,8,0,0,0,0
Hobgoblin Veteran Archers,29,3,1,6,Shooters 2 - L,Drilled - L,,,,,66,,,,,16,8,0,0,0,0,,6,1,1,1,1,1,1,6,,16,8,0,0,0,0
Hobgoblin Steppe Raiders,15,4,1,5,Savage - L,Skirmishers,,,,,37,,,,,9,5,0,0,0,0,,3,1,1,1,1,1,1,3,,9,5,0,0,0,0
Hobgoblin Cavalry,36,4,2,7,Mounted – L,,Extra Lives x2 - L,,,,59,,,,,6,0,20,0,0,0,,7,1,1,3,1,1,1,21,,6,0,0,0,0,0
Hobgoblin Mounted Hero,60,3,3,7,Mounted – L,Hero - P,Savage - L,Extra Lives x2 - L,,,103,,,,,6,8,9,20,0,0,,7,1,1,1,3,1,1,21,,6,8,9,0,0,0
Hobgoblin Mounted Hero Archer,75,3,3,7,Mounted – L,Hero - P,Shooters 2 - L,Extra Lives x3 - L,,,133,,,,,6,8,16,40,0,0,,7,1,1,1,4,1,1,28,,6,8,16,0,0,0
Hobgoblin Ranger,#N/A,3,3,7,Forester,Mountaineer,Ranger -P,Extra Lives x3 - L,,,114,,,,,5,3,5,40,0,0,,7,1,1,#N/A,4,1,1,#N/A,,5,3,#N/A,0,0,0
Hobgoblin Commander,60,3,3,7,"General – P, R1",Extra Lives x3 - L,,,,,113,,,,,12,40,0,0,0,0,,7,1,4,1,1,1,1,28,,12,0,0,0,0,0
Hobgoblin Subcommander,#N/A,3,3,6,Sub-Commander,Extra Lives x2 - L,,,,,83,,,,,10,20,0,0,0,0,,6,#N/A,3,1,1,1,1,#N/A,,#N/A,0,0,0,0,0
Hobgoblin Fire Shaman,33,3,1,5,Spell-Caster - P,Extra Lives x2 - L,Spell: Fireball,Spell: Rain of Arrows,,,79,,,,,10,20,6,5,0,0,,3,1,3,1,1,1,1,9,,10,0,6,5,0,0
Hobgoblin Battle Sorcerer,54,3,2,6,Spell-Caster - P,Extra Lives x2 - L,Spell: Bolster,Spell: Lightning Bolt,Spell: Windriders,,94,,,,,10,20,6,6,3,0,,6,1,3,1,1,1,1,18,,10,0,6,6,3,0
Hobgoblin Youth,0,4,1,6,Unreliable,Horde,,,,,28,,,,,-2,1,0,0,0,0,,6,,1,1,1,1,1,0,,-2,1,0,0,0,0
Hobgoblin Young Slingers,0,4,1,6,Unreliable,Shooters 0 - L,,,,,32,,,,,-2,5,0,0,0,0,,6,,1,1,1,1,1,0,,-2,5,0,0,0,0
Hobgoblin Mistmancer,22,3,1,5,Spell-Caster - P,Spell: Alter Terrain,Spell: Terror,Spell: Teleportation,,,66,,,,,10,5,6,8,0,0,,3,1,1,1,1,1,1,3,,10,5,6,8,0,0
Hobgoblin Discipline Master,28,3,2,7,"Discipline Master -P, R1",Fearless,,,,,64,,,,,8,5,0,0,0,0,,7,1,1,1,1,1,1,7,,8,5,0,0,0,0
Hobgoblin Warband,0,4,2,6,warband,,,,,,37,,,,,4,0,0,0,0,0,,6,,1,1,1,1,1,0,,4,0,0,0,0,0
Hobgoblin Veteran Warband,0,3,2,6,warband,Drilled - L,,,,,58,,,,,4,8,0,0,0,0,,6,,1,1,1,1,1,0,,4,8,0,0,0,0
Hobgoblin War Wagon,#N/A,4,3,6,Chariot level 3 - L,Shooters 2 - L,Resilient - L,,,,67,,,,,7,16,12,0,0,0,,6,#N/A,1,1,1,1,1,#N/A,,#N/A,16,12,0,0,0
Hobgoblin Light Chariot,32,4,3,6,Chariot level 2 - L,Shooters 2 - L,Resilient - L,Fast,,,68,,,,,4,16,12,4,0,0,,6,1,1,1,1,1,1,6,,4,16,12,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATMEN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratman Master Assassin,42,3,2,7,"Assassin Level 3 - P, R2",Stealth - P,Tough - L,,,,103,,,,,21,3,24,0,0,0,,7,1,1,1,1,1,1,7,,21,3,24,0,0,0
Ratman assassin,28,3,2,6,"Assassin Level 2 - P, R3",Stealth - P,,,,,63,,,,,14,3,0,0,0,0,,6,1,1,1,1,1,1,6,,14,3,0,0,0,0
Ratmen Skirmishers,3,4,1,5,Skirmishers,Rabble,,,,,18,,,,,5,-14,0,0,0,0,,3,1,1,1,1,1,1,3,,5,-14,0,0,0,0
Ratmen Infantry,18,4,2,6,Fast,,,,,,37,,,,,4,0,0,0,0,0,,6,1,1,1,1,1,1,6,,4,0,0,0,0,0
Ratmen Elite Infantry,25,3,2,6,Fast,Poison/Venom - L,,,,,58,,,,,4,8,0,0,0,0,,6,1,1,1,1,1,1,6,,4,8,0,0,0,0
Ratmen Flamers,22,4,1,6,Shooters 2 - L,,,,,,43,,,,,16,0,0,0,0,0,,6,1,1,1,1,1,1,6,,16,0,0,0,0,0
Ratman Champion,26,3,3,7,Champion - P,,,,,,60,,,,,4,0,0,0,0,0,,7,1,1,1,1,1,1,7,,4,0,0,0,0,0
Ratman General,79,3,3,7,"General – P, R1",Tough - L,Extra Lives x3 - L,,,,140,,,,,12,24,40,0,0,0,,7,1,1,4,1,1,1,28,,12,24,0,0,0,0
Ratman Astrologer,,3,1,5,"Astrologer - P, R2",Poison/Venom - L,,,,,48,,,,,5,8,0,0,0,0,,,,,,,,,,,,,,,,
Ratman Warlock,22,3,1,5,Spell-Caster - P,Spell: Chaos,Spell: Terror,Spell: Fireball,,,67,,,,,10,8,6,6,0,0,,3,1,1,1,1,1,1,3,,10,8,6,6,0,0
Plague Carriers,12,4,2,6,Plague-Carriers,,,,,,37,,,,,4,0,0,0,0,0,,6,"0,5",1,1,1,1,1,3,,0,0,0,0,0,0
Ratmen Pikes,15,4,2,5,Fast,Pikes,,,,,38,,,,,4,6,0,0,0,0,,3,1,1,1,1,1,1,3,,4,6,0,0,0,0
Ratmen Crossbows,23,4,1,6,Fast,Shooters 2 - L,,,,,46,,,,,4,16,0,0,0,0,,6,1,1,1,1,1,1,6,,4,16,0,0,0,0
Ratmen Rabble,0,4,1,5,Fast,Rabble,,,,,17,,,,,4,-14,0,0,0,0,,3,1,1,1,1,1,1,3,,4,-14,0,0,0,0
Giant Rat Swarm,24,4,2,7,Animal,Swamp-Walk,Horde,,,,39,,,,,-2,3,1,0,0,0,,7,1,2,1,1,1,1,14,,-2,0,1,0,0,0
Ratman Hero,60,3,3,7,Hero - P,Fast,Extra Lives x3 - L,,,,113,,,,,8,4,40,0,0,0,,7,1,1,4,1,1,1,28,,8,4,0,0,0,0
Ratman Ranger,#N/A,3,2,6,Forester,Swamp-Walk,Ranger -P,,,,59,,,,,5,3,5,0,0,0,,6,1,2,#N/A,1,1,1,#N/A,,5,0,#N/A,0,0,0
Ratman Ranger with Crossbow,#N/A,3,2,6,Forester,Swamp-Walk,Ranger -P,Shooters 2 - L,,,77,,,,,5,3,5,16,0,0,,6,1,2,#N/A,1,1,1,#N/A,,5,0,#N/A,16,0,0
Gargantuan Rat,53,4,3,7,"Monster Level 2 - L, R3",Swamp-Walk,Fear,,,,84,,,,,35,3,13,0,0,0,,7,1,2,1,1,1,1,14,,35,0,13,0,0,0
Ratman Light Cavalry,15,4,1,5,Mounted – L,Fast,Skirmishers,,,,38,,,,,6,4,5,0,0,0,,3,1,1,1,1,1,1,3,,6,4,5,0,0,0
Ratman Heavy Cavalry,24,4,2,7,Mounted – L,Devastating Charge - L,,,,,48,,,,,6,7,0,0,0,0,,7,1,1,1,1,1,1,7,,6,7,0,0,0,0
Ratman Burrowers,17,4,1,7,Burrowing,,,,,,36,,,,,3,0,0,0,0,0,,7,1,1,1,1,1,1,7,,3,0,0,0,0,0
Ratmen Warband,0,4,2,6,Fast,warband,,,,,40,,,,,4,4,0,0,0,0,,6,1,,1,1,1,1,0,,4,4,0,0,0,0
Ratmen Veteran Warband,0,3,2,6,Fast,warband,,,,,53,,,,,4,4,0,0,0,0,,6,1,,1,1,1,1,0,,4,4,0,0,0,0
Ratmen Light Chariot,20,4,2,6,Fast,Chariot level 2 - L,,,,,40,,,,,4,4,0,0,0,0,,6,1,1,1,1,1,1,6,,4,4,0,0,0,0
Ratmen War Chariot,#N/A,4,2,6,Fast,Chariot level 3 - L,Resilient - L,,,,53,,,,,4,7,12,0,0,0,,6,1,#N/A,1,1,1,1,#N/A,,4,#N/A,12,0,0,0
Ratman Wrecking Crew,24,3,1,7,Burrowing,Engineers - L,Fast,,,,57,,,,,3,4,4,0,0,0,,7,1,1,1,1,1,1,7,,3,4,4,0,0,0
Micemen Infantry,11,4,1,5,Forester,Coward,,,,,28,,,,,5,-2,0,0,0,0,,3,1,1,1,1,1,1,3,,5,-2,0,0,0,0
Elite Micemen Infantry,13,3,1,5,Forester,,,,,,39,,,,,5,0,0,0,0,0,,3,1,1,1,1,1,1,3,,5,0,0,0,0,0
Miceman Subcommander,#N/A,3,2,7,Forester,Sub-Commander,Ranger -P,,,,72,,,,,5,10,5,0,0,0,,7,1,#N/A,#N/A,1,1,1,#N/A,,5,#N/A,#N/A,0,0,0
Young Micemen Infantry,#NUM!,4,1,5,Forester,Coward,Rabble,,,,16,,,,,5,-2,-14,0,0,0,,3,1,1,1,1,1,1,3,,5,-2,-14,0,0,0
 Micemen Skirmishers,7,4,1,5,Forester,Skirmishers,Rabble,,,,22,,,,,5,5,-14,0,0,0,,3,1,1,1,1,1,1,3,,5,5,-14,0,0,0
 Micemen Shooters,17,4,1,5,Forester,Shooters 1 - L,Difficult Target,Ambushers - L,,,44,,,,,5,10,5,3,0,0,,3,1,1,1,1,1,1,3,,5,10,5,3,0,0
Micemen Forest Guardians,21,3,2,5,Forester,Resilient - L,Difficult Target,,,,63,,,,,5,12,5,0,0,0,,3,1,1,1,1,1,1,3,,5,12,5,0,0,0
Miceman Forest Guardian Hero,35,3,3,6,Forester,Resilient - L,Difficult Target,Hero - P,,,83,,,,,5,12,5,8,0,0,,6,1,1,1,1,1,1,6,,5,12,5,8,0,0
Miceman Forest Guardian Hero Archer,36,3,3,6,Forester,Shooters 2 - L,Difficult Target,Hero - P,,,88,,,,,5,16,5,8,0,0,,6,1,1,1,1,1,1,6,,5,16,5,8,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
HALFLING,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
Halfling Militia,12,4,1,5,Difficult Target,,,,,,29,,,,,5,0,0,0,0,0,,3,1,1,1,1,1,1,3,,5,0,0,0,0,0
Halfling Villagers,#NUM!,4,1,5,Rabble,Difficult Target,Reluctant,,,,16,,,,,-14,5,-2,0,0,0,,3,1,1,1,1,1,1,3,,-14,5,-2,0,0,0
Halfling Slingers,16,4,1,5,Shooters 1 - L,Skirmishers,,,,,42,,,,,10,5,5,0,0,0,,3,1,1,1,1,1,1,3,,10,5,5,0,0,0
Halfling Rabble Slingers,7,4,1,5,Rabble,Shooters 0 - L,Skirmishers,,,,22,,,,,-14,5,5,0,0,0,,3,1,1,1,1,1,1,3,,-14,5,5,0,0,0
Halfling Militia Commander,#N/A,3,2,6,Sub-Commander,,,,,,56,,,,,10,0,0,0,0,0,,6,#N/A,1,1,1,1,1,#N/A,,#N/A,0,0,0,0,0
Halfling Pony Outriders,19,4,1,6,Mounted – L,Scout - R4,,,,,38,,,,,6,5,0,0,0,0,,6,1,1,1,1,1,1,6,,6,5,0,0,0,0
Halfling Rider Hero,31,3,2,6,Mounted – L,Hero - P,Resilient - L,,,,73,,,,,6,8,12,0,0,0,,6,1,1,1,1,1,1,6,,6,8,12,0,0,0
Halfling SubCommander,#N/A,3,2,7,Sub-Commander,Resilient - L,,,,,74,,,,,10,12,0,0,0,0,,7,#N/A,1,1,1,1,1,#N/A,,#N/A,12,0,0,0,0
Halfling Archers,19,4,1,6,Shooters 1 - L,,,,,,38,,,,,10,0,0,0,0,0,,6,1,1,1,1,1,1,6,,10,0,0,0,0,0
Halfling Elite Archers,26,4,1,6,Shooters 2 - L,Resilient - L,,,,,53,,,,,16,12,0,0,0,0,,6,1,1,1,1,1,1,6,,16,12,0,0,0,0
Halfling Small Cannon,25,4,2,6,Artillery level 2 – L,,,,,,50,,,,,20,0,0,0,0,0,,6,1,1,1,1,1,1,6,,20,0,0,0,0,0
Halfling Large Cannon,38,4,2,7,Artillery level 3 - L,Resilient - L,,,,,81,,,,,40,12,0,0,0,0,,7,1,1,1,1,1,1,7,,40,12,0,0,0,0
Halfling Ranger,#N/A,3,2,7,Ranger -P,Tough - L,Forester,,,,88,,,,,5,24,5,0,0,0,,7,#N/A,1,1,1,1,1,#N/A,,#N/A,24,5,0,0,0
Halfling Wisewoman,20,3,1,5,Spell-Caster - P,Spell: Blessing,Spell: Windstorm,Spell: Futuresight,,,59,,,,,10,4,4,5,0,0,,3,1,1,1,1,1,1,3,,10,4,4,5,0,0
Halfling Druid,32,3,2,6,Spell-Caster - P,Spell: Alter Terrain,Spell: Eagle's Eyes,Spell: Lightning Bolt,Spell: Windstorm,,76,,,,,10,5,3,6,4,0,,6,1,1,1,1,1,1,6,,10,5,3,6,4,0
Halfling Heavy Infantry,19,4,2,6,Steadfast,,,,,,38,,,,,5,0,0,0,0,0,,6,1,1,1,1,1,1,6,,5,0,0,0,0,0
Halfling Hero,44,3,2,7,Hero - P,Extra Lives x2 - L,,,,,81,,,,,8,20,0,0,0,0,,7,1,3,1,1,1,1,21,,8,0,0,0,0,0
Halfling Pikes,19,4,2,6,Pikes,Slow,,,,,38,,,,,6,-1,0,0,0,0,,6,1,1,1,1,1,1,6,,6,-1,0,0,0,0
Halfling Heavy Cavalry,24,4,2,7,Mounted – L,Devastating Charge - L,,,,,48,,,,,6,7,0,0,0,0,,7,1,1,1,1,1,1,7,,6,7,0,0,0,0
Halfling Mounted Archers,26,4,2,6,Mounted – L,Shooters 2 - L,,,,,52,,,,,6,16,0,0,0,0,,6,1,1,1,1,1,1,6,,6,16,0,0,0,0
Halfling General,52,3,3,7,"General – P, R1",Extra Lives x2 - L,,,,,91,,,,,12,20,0,0,0,0,,7,1,3,1,1,1,1,21,,12,0,0,0,0,0
Halfling Angry Mob,10,4,1,5,Horde,,,,,,26,,,,,1,0,0,0,0,0,,3,1,1,1,1,1,1,3,,1,0,0,0,0,0
Ogre Mercenaries,0,4,3,7,Unreliable,Fear,Tough - L,,,,71,,,,,-2,13,24,0,0,0,,7,,1,1,1,1,1,0,,-2,13,24,0,0,0
Adventurers,28,4,2,7,"Adventuring Party - L1, R1",Resilient - L,,,,,56,,,,,10,12,0,0,0,0,,7,1,1,1,1,1,1,7,,10,12,0,0,0,0
Highwaymen,20,3,1,5,Ambushers - L,Difficult Target,Skirmishers,Shooters 1 - L,,,59,,,,,3,5,5,10,0,0,,3,1,1,1,1,1,1,3,,3,5,5,10,0,0
Halfling Battle Wizard,37,3,2,6,Spell-Caster - P,Spell: Armor,Spell: Fireball,Spell: Fury,Resilient - L,,90,,,,,10,5,6,8,12,0,,6,1,1,1,1,1,1,6,,10,5,6,8,12,0
Battle Bear,27,4,3,7,"Monster Level 1 - L, R3",Animal,Forester,Ambushers - L,,,55,,,,,10,-2,5,3,0,0,,7,1,1,1,1,1,1,7,,10,-2,5,3,0,0
Halfling Siege Tower,31,4,2,8,Siege Engine Level 2 - L,Resilient - L,,,,,63,,,,,14,12,0,0,0,0,,8,1,1,1,1,1,1,8,,14,12,0,0,0,0
Halfling Mushroom Eaters,0,4,2,6,"Berserk - L, R3",Unpredictable,,,,,39,,,,,8,-1,0,0,0,0,,6,1,,1,1,1,1,0,,8,-1,0,0,0,0
Fungi Folk Allies,29,4,2,6,Poisoned Missiles L,Shooters 2 - L,,,,,50,,,,,4,16,0,0,0,0,,6,"1,5",1,1,1,1,1,9,,0,16,0,0,0,0
Halfling Spearmen w Leafsteel Armor,20,4,2,7,Shieldwall,,,,,,41,,,,,4,0,0,0,0,0,,7,1,1,1,1,1,1,7,,4,0,0,0,0,0
Hill Wyrm,59,3,3,8,"Monster Level 2 - L, R3",Dragon Breath level 2 - R3,Resilient - L,,,,158,,,,,35,40,12,0,0,0,,8,1,1,1,1,1,1,8,,35,40,12,0,0,0
Battle Hogs,22,4,3,7,Animal,Horde,Forester,,,,45,,,,,-2,1,5,0,0,0,,7,1,1,1,1,1,1,7,,-2,1,5,0,0,0
Battle Fowl,#NUM!,4,1,4,Animal,Rabble,Horde,Amphibious,Coward,,9,,,,,-2,-14,1,3,-2,0,,2,1,1,1,1,1,1,2,,-2,-14,1,3,-2,0
Battle Cattle,17,4,2,5,Animal,Devastating Charge - L,Resilient - L,,,,43,,,,,-2,7,12,0,0,0,,3,1,1,1,1,1,1,3,,-2,7,12,0,0,0
Halfling Beastmaster,29,3,2,6,Beast Lord - P,Forester,Hero - P,,,,67,,,,,7,5,8,0,0,0,,6,1,1,1,1,1,1,6,,7,5,8,0,0,0
Halfling Warband,,4,2,5,warband,,,,,,33,,,,,4,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Halfling Warband with Slings,,4,1,5,warband,Shooters 0 - L,,,,,33,,,,,4,5,0,0,0,0,,0,0,,,,,,,,,,,,,
Halfling Leafsteel Warriors,,4,2,6,warband,,,,,,37,,,,,4,0,0,0,0,0,,0,0,,,,,,,,,,,,,
Halfling Sharpshooter,59,3,2,6,Hero - P,Extra Lives x2 - L,Difficult Target,Shooters 3 - P,,,104,,,,,8,20,5,21,0,0,,6,1,3,1,1,1,1,18,,8,0,5,21,0,0
Halfling Champion,28,3,2,8,Forester,Champion - P,,,,,66,,,,,5,4,0,0,0,0,,8,1,1,1,1,1,1,8,,5,4,0,0,0,0
Halfling Bodyguards,21,4,2,6,Bodyguards - L,Steadfast,,,,,42,,,,,5,5,0,0,0,0,,6,1,1,1,1,1,1,6,,5,5,0,0,0,0
Ogre Mercenaries,0,4,3,7,Unreliable,Horde,Extra Lives x2 - L,Resilient - L,,,68,,,,,-2,1,20,12,0,0,,7,,1,3,1,1,1,0,,-2,1,0,12,0,0
Bear-Folk Mercenaries,0,4,3,7,Unreliable,Horde,Tough - L,Savage - L,,,68,,,,,-2,1,24,9,0,0,,7,,1,1,1,1,1,0,,-2,1,24,9,0,0
Veteran Bear-Folk Mercenaries,0,3,3,7,Unreliable,Horde,Tough - L,Savage - L,,,91,,,,,-2,1,24,9,0,0,,7,,1,1,1,1,1,0,,-2,1,24,9,0,0
Hill Giant Mercenary,0,4,3,6,Unreliable,Giant Level 2 - L,Extra Lives x3 - L,,,,88,,,,,-2,22,40,0,0,0,,6,,1,4,1,1,1,0,,-2,22,0,0,0,0
Monster Hog,75,4,3,7,Animal,"Monster Level 2 - L, R3",Forester,Extra Lives x3 - L,Savage - L,,114,,,,,-2,35,5,40,9,0,,7,1,1,1,4,1,1,28,,-2,35,5,0,9,0
Treemen,75,4,3,9,Ambushers - L,"Monster Level 2 - L, R3",Forester,Extra Lives x2 - L,Slow,Trample - L,108,,,,,3,35,5,20,-1,7,,9,1,1,1,3,1,1,27,,3,35,5,0,-1,7
Halfling Mastiff Riders,23,4,2,6,Mounted – L,Savage - L,,,,,46,,,,,6,9,0,0,0,0,,6,1,1,1,1,1,1,6,,6,9,0,0,0,0
Giant Snail,74,4,3,8,Animal,"Monster Level 2 - L, R3",Tough - L,Extra Lives x2 - L,Slow,,109,,,,,-2,35,24,20,-1,0,,8,1,1,1,3,1,1,24,,-2,35,24,0,-1,0
Giant Slug,61,4,3,8,Animal,"Monster Level 2 - L, R3",,Extra Lives x2 - L,Slow,,89,,,,,-2,35,0,20,-1,0,,8,1,1,1,3,1,1,24,,-2,35,0,0,-1,0
Dwarven Armored Mercenaries,0,4,2,7,Slow,Unreliable,,,,,35,,,,,-1,-2,0,0,0,0,,7,1,,1,1,1,1,0,,-1,-2,0,0,0,0
Dwarven Mercenary Crossbows,0,4,2,7,Slow,Unreliable,Shooters 2 - L,,,,48,,,,,-1,-2,16,0,0,0,,7,1,,1,1,1,1,0,,-1,-2,16,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
